record_id,headword,headword_raw,headword_normalized,homonym_number,classification,classification_family,translation_raw,senses,examples,variants,comments_raw,source_code,source_document,page_start,page_end,status
RD-001006,Huiquiá,Huiquiá,huiquia,,Vi,Vi,Extraviarse,"[""Extraviarse""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,47,47,Transcrito
RD-001007,Huiquiyá muhué,Huiquiyá muhué,huiquiya muhue,,Vt,Vt,Multiplicar,"[""Multiplicar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,47,47,Transcrito
RD-001008,Hui’rá,Hui’rá,hui'ra,,S,S,Arete,"[""Arete""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,47,47,Transcrito
RD-001009,Hui´ré,Hui´ré,hui´re,,Vi,Vi,Tener aretes,"[""Tener aretes""]","[""Echi moquí hue semati huir’e. Esa mujer tiene aretes muy bonitos.""]",[],Echi moquí hue semati huir’e. Esa mujer tiene aretes muy bonitos.,SRC-02,DICCIONARIO raramuri.pdf,47,47,Transcrito
RD-001010,Huirá,Huirá,huira,,Vt,Vt,"1. Parar 2. Elegir, nombrar a una autoridad","[""Parar"", ""Elegir, nombrar a una autoridad""]","[""Echo’ná sitochi huirari ripurá. Puso parada el hacha, en el rincón. Tamí huirábari capitani niráa. Me eligieron como capitán. [pl.: jahua; pret.: huirásari].""]","[""pl.: jahua; pret.: huirásari""]","Echo’ná sitochi huirari ripurá. Puso parada el hacha, en el rincón. Tamí huirábari capitani niráa. Me eligieron como capitán. [pl.: jahua; pret.: huirásari].",SRC-02,DICCIONARIO raramuri.pdf,47,48,Transcrito
RD-001011,Huiráami,Huiráami,huiraami,,S sing,S,"Vieja, anciana","[""Vieja, anciana""]","[""[pl.: ‘huécami].""]","[""pl.: ‘huécami""]",[pl.: ‘huécami].,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito
RD-001012,Huiraba,Huiraba,huiraba,,Vt,Vt,Parar (detener),"[""Parar (detener)""]","[""Nijeni huirábama echi motor. Boy a parar el motor. [pret.: huirábari].""]","[""pret.: huirábari""]",Nijeni huirábama echi motor. Boy a parar el motor. [pret.: huirábari].,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito
RD-001013,Huirara,Huirara,huirara,,Vi,Vi,Envejecerse (mujer),"[""Envejecerse (mujer)""]","[""Echi muquí ma hue huirárari. Esa mujer se ha envejecido mucho.""]",[],Echi muquí ma hue huirárari. Esa mujer se ha envejecido mucho.,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito
RD-001014,Huirárasi,Huirárasi,huirarasi,,,Sin clasificar,"Levantar, parar (poste, persona)","[""Levantar, parar (poste, persona)""]","[""[pret. de huirá].""]","[""pret. de huirá""]",[pret. de huirá].,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito
RD-001015,Hui’ré,Hui’ré,hui're,,Adj,Adj,Ancho,"[""Ancho""]","[""Hui’ré inaro ba’huí. Está ancho el río. Hui’ré ichiméani. Voy a sembrar ancho (mucho).""]",[],Hui’ré inaro ba’huí. Está ancho el río. Hui’ré ichiméani. Voy a sembrar ancho (mucho).,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito
RD-001016,Hui’rí,Hui’rí,hui'ri,,Vi,Vi,1. Estar largo (medida) 2. Extenso (tiempo),"[""Estar largo (medida)"", ""Extenso (tiempo)""]","[""Hue hui’rí echi cusí. Está largo el palo. Hui’rí huiriri echi ucuí. Estaba lloviendo por mucho tiempo. Hui’rira. Vt Alargar. Hui’ribé. Muy extenso.""]",[],Hue hui’rí echi cusí. Está largo el palo. Hui’rí huiriri echi ucuí. Estaba lloviendo por mucho tiempo. Hui’rira. Vt Alargar. Hui’ribé. Muy extenso.,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito
RD-001017,Huirí,Huirí,huiri,,Vi,Vi,Estar parado,"[""Estar parado""]","[""¿Cumi huirí echi pichira? ¿Dónde está parada la escoba? [fut.: huiriméa; pl.: jahui].""]","[""fut.: huiriméa; pl.: jahui""]",¿Cumi huirí echi pichira? ¿Dónde está parada la escoba? [fut.: huiriméa; pl.: jahui].,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito
RD-001018,Huiríami,Huiríami,huiriami,,Adj,Adj,"Parado, nacido","[""Parado, nacido""]","[""Echi bachá huiríami ranara ju. Es el hijo primogénito.""]",[],Echi bachá huiríami ranara ju. Es el hijo primogénito.,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito
RD-001019,Huiriba,Huiriba,huiriba,,Vi sing,Vi,Pararse (el hecho de pararse),"[""Pararse (el hecho de pararse)""]","[""Echo’ná yéachi huiríbari. Se paró en la puerta. [pret.: huiríbari; fut.: huiribama; pl.: jaba]. Huiribá imper Párate""]","[""pret.: huiríbari; fut.: huiribama; pl.: jaba""]",Echo’ná yéachi huiríbari. Se paró en la puerta. [pret.: huiríbari; fut.: huiribama; pl.: jaba]. Huiribá imper Párate,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito
RD-001020,Huiríbari,Huiríbari,huiribari,,Vi,Vi,Empezar a llover,"[""Empezar a llover""]","[""Echi ucuí ma huiríbari. Empezó a llover.""]",[],Echi ucuí ma huiríbari. Empezó a llover.,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito
RD-001021,Huiribeco,Huiribeco,huiribeco,,Adv,Adv,Después,"[""Después""]","[""Hui’ribéque nahua. Retrasa su llegada.""]",[],Hui’ribéque nahua. Retrasa su llegada.,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito
RD-001022,Hui’rique,Hui’rique,hui'rique,,Adv,Adv,Mucho después,"[""Mucho después""]","[""Hui´rique rocogó cu nahuari. Muy noche llegó. Ma hui’rique chónachi níiri. Ya era muy de noche. Hui’rique chónachi. Muy noche.""]",[],Hui´rique rocogó cu nahuari. Muy noche llegó. Ma hui’rique chónachi níiri. Ya era muy de noche. Hui’rique chónachi. Muy noche.,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito
RD-001023,Huirira,Huirira,huirira,,Vi,Vi,Andar (haciendo algo),"[""Andar (haciendo algo)""]","[""Chibá meca huirira. Anda cuidando las chivas [pret.: huirírari: fut.: huiriráma].""]","[""pret.: huirírari: fut.: huiriráma""]",Chibá meca huirira. Anda cuidando las chivas [pret.: huirírari: fut.: huiriráma].,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito
RD-001024,Huirisa,Huirisa,huirisa,,Vi sing,Vi,"Pararse, levantarse (de estar sentado)","[""Pararse, levantarse (de estar sentado)""]","[""[pl.: jasa; pret.: huirísari]. Huirisi imper ¡levántese! Huirísaga vi Parándose.""]","[""pl.: jasa; pret.: huirísari""]",[pl.: jasa; pret.: huirísari]. Huirisi imper ¡levántese! Huirísaga vi Parándose.,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito
RD-001025,Huiró,Huiró,huiro,,Vt,Vt,"1. Tirar (agua, tesgüino, sangre) 2. Desparramar (tierra o granos)","[""Tirar (agua, tesgüino, sangre)"", ""Desparramar (tierra o granos)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito
RD-001026,Huirú,Huirú,huiru,,S,S,Zopilote,"[""Zopilote""]","[""Ma i’nísari huirú. Ya voló el zopilote.""]",[],Ma i’nísari huirú. Ya voló el zopilote.,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito
RD-001027,‘Huisa,‘Huisa,'huisa,,VT,Vt,"1. Coger, agarrar 2. Arrebatar","[""Coger, agarrar"", ""Arrebatar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito
RD-001028,Huisabé,Huisabé,huisabe,,Adv,Adv,"Muchas veces, frecuentemente","[""Muchas veces, frecuentemente""]","[""Huisabé ucuri. Llovió muchas veces.""]",[],Huisabé ucuri. Llovió muchas veces.,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito
RD-001029,Huisibú,Huisibú,huisibu,,Vt esp,Vt,Poner la zapeta (taparrabo),"[""Poner la zapeta (taparrabo)""]","[""Ma huisibúmani. Voy a vestirme, me pondré la zapeta.""]",[],"Ma huisibúmani. Voy a vestirme, me pondré la zapeta.",SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001030,Huisibura,Huisibura,huisibura,,S,S,"La pieza triangular de la zapeta, un cotense","[""La pieza triangular de la zapeta, un cotense""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001031,Huisiburi,Huisiburi,huisiburi,,S,S,"Paño, trapo","[""Paño, trapo""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001032,Huisó,Huisó,huiso,,Vt,Vt,"Hacer lodo, batir lodo","[""Hacer lodo, batir lodo""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001033,Huisogá,Huisogá,huisoga,,S,S,"Lodo, zoquete","[""Lodo, zoquete""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001034,Huisogátari,Huisogátari,huisogatari,,S,S,Ciénaga,"[""Ciénaga""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001035,Huisoguéra,Huisoguéra,huisoguera,,Vi,Vi,Enlodarse,"[""Enlodarse""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001036,Huisú,1Huisú,huisu,1,S,S,Tipo de animalito carnívoro con cola larga,"[""Tipo de animalito carnívoro con cola larga""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001037,Huisú,2Huisú,huisu,2,,Sin clasificar,"1. vt Dar leche, ordeñar 2. vi Salir un chorro","[""vt Dar leche, ordeñar"", ""vi Salir un chorro""]","[""Echi huáasu huarú chi’muri; ma huisunámani. Esa vaca da mucha leche, voy a ordeñarla. Huisuchi. S Donde sale un chorro.""]",[],"Echi huáasu huarú chi’muri; ma huisunámani. Esa vaca da mucha leche, voy a ordeñarla. Huisuchi. S Donde sale un chorro.",SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001038,Huisuna,Huisuna,huisuna,,Vt,Vt,Ordeñar,"[""Ordeñar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001039,Huitá,Huitá,huita,,,Sin clasificar,"1. vi Hacer estiércol 2. s Estiércol, excremento","[""vi Hacer estiércol"", ""s Estiércol, excremento""]","[""[fut.: huitaméa]. Chibá huitara. Estiércol de chiva.""]","[""fut.: huitaméa""]",[fut.: huitaméa]. Chibá huitara. Estiércol de chiva.,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001040,Huitabú,Huitabú,huitabu,,Vi,Vi,Tener diarrea,"[""Tener diarrea""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001041,Huitara,Huitara,huitara,,Vi,Vi,Fertilizar la tierra con estiércol,"[""Fertilizar la tierra con estiércol""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001042,Huitayé,Huitayé,huitaye,,,Sin clasificar,Derrumbarse (tierra),"[""Derrumbarse (tierra)""]","[""[variante de huatayé].""]","[""variante de huatayé""]",[variante de huatayé].,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001043,Huiya,Huiya,huiya,,,Sin clasificar,"1. s Mecate 2. vt Persogar, lazar","[""s Mecate"", ""vt Persogar, lazar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001044,Hui’yé,Hui’yé,hui'ye,,S,S,"Tierra, barro","[""Tierra, barro""]","[""Echi sicorí hui’yé jiti nihuarihua. Se hacen las ollas de tierra (barro). Gará ju hui’yé; huarú ochérama pachí. Está buena la tierra; crecerá grande el maíz.""]",[],Echi sicorí hui’yé jiti nihuarihua. Se hacen las ollas de tierra (barro). Gará ju hui’yé; huarú ochérama pachí. Está buena la tierra; crecerá grande el maíz.,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001045,Hui’yée,Hui’yée,hui'yee,,Vi,Vi,Hay tierra,"[""Hay tierra""]","[""[fut.: hui’yéarama].""]","[""fut.: hui’yéarama""]",[fut.: hui’yéarama].,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001046,Huiyé,Huiyé,huiye,,S,S,Madre,"[""Madre""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001047,Huiyó,Huiyó,huiyo,,S,S,Tipo de pino (aguja fina),"[""Tipo de pino (aguja fina)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001048,"Ibiri, ibíripi","Ibiri, ibíripi","ibiri, ibiripi",,Pron,Pron,"Cada uno, unos a otros","[""Cada uno, unos a otros""]","[""Ibíripi niráa juri biré namuti. Cada uno escogió una cosa. Ibiripi niráa. Uno por otro""]","[""ibíripi""]",Ibíripi niráa juri biré namuti. Cada uno escogió una cosa. Ibiripi niráa. Uno por otro,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001049,Ibócari,Ibócari,ibocari,,S,S,"Chile (colorado, grande, seco)","[""Chile (colorado, grande, seco)""]","[""Síbori. S Chile piquín.""]",[],Síbori. S Chile piquín.,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001050,Ibóisi,Ibóisi,iboisi,,S pl,S,Bueyes,"[""Bueyes""]","[""[sing.: bóisi].""]","[""sing.: bóisi""]",[sing.: bóisi].,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001051,Icá,Icá,ica,,Vi,Vi,"Hacer aire, soplar el viento","[""Hacer aire, soplar el viento""]","[""Ma arihueri icayá. Ya dejó de soplar. [fut.: icaméa].""]","[""fut.: icaméa""]",Ma arihueri icayá. Ya dejó de soplar. [fut.: icaméa].,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001052,Icárata,Icárata,icarata,,Vt,Vt,Abanicar,"[""Abanicar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001053,Icaré,Icaré,icare,,Vi,Vi,Mentir,"[""Mentir""]","[""Echi rijoy hue icaré; quetasi bichíhuaga ra’icha. Ese hombre miente mucho; no dice la verdad. [pp.: icaréami]. Icareca ru. Negar (en el sentido de mentir).""]","[""pp.: icaréami""]",Echi rijoy hue icaré; quetasi bichíhuaga ra’icha. Ese hombre miente mucho; no dice la verdad. [pp.: icaréami]. Icareca ru. Negar (en el sentido de mentir).,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001054,Icori,Icori,icori,,,Sin clasificar,Corteza gruesa (de pino o encino),"[""Corteza gruesa (de pino o encino)""]","[""[variante de huicori].""]","[""variante de huicori""]",[variante de huicori].,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001055,Icosa,Icosa,icosa,,Vt,Vt,Quemar,"[""Quemar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001056,Icota,Icota,icota,,Vi,Vi,Quemarse (el monte),"[""Quemarse (el monte)""]","[""Huarú inaro icótari. El monte estaba quemándose mucho.""]",[],Huarú inaro icótari. El monte estaba quemándose mucho.,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito
RD-001057,Icúsuhua,Icúsuhua,icusuhua,,,Sin clasificar,Son autoridades,"[""Son autoridades""]","[""[variante de igúsuhua].""]","[""variante de igúsuhua""]",[variante de igúsuhua].,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001058,Ichá,Ichá,icha,,Vt,Vt,Sembrar,"[""Sembrar""]","[""Hui’ré ichari. Sembró mucho (ancho). Ma ichítari. Ya fue sembrado. [fut.: ichiméa]. Ichisí. Imper ¡!Siémbrenlo ustedes""]","[""fut.: ichiméa""]",Hui’ré ichari. Sembró mucho (ancho). Ma ichítari. Ya fue sembrado. [fut.: ichiméa]. Ichisí. Imper ¡!Siémbrenlo ustedes,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001059,Icháami,Icháami,ichaami,,S,S,Sembrador,"[""Sembrador""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001060,Iché,1Iché,iche,1,Vi,Vi,Hay matas de maíz,"[""Hay matas de maíz""]","[""[pret.: ichéari; fut.: ichérama].""]","[""pret.: ichéari; fut.: ichérama""]",[pret.: ichéari; fut.: ichérama].,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001061,Iché,2Iché,iche,2,Vt,Vt,"Picar, punzar, inyectar","[""Picar, punzar, inyectar""]","[""Ahuati ichema. Le picará con sus cuernos.""]",[],Ahuati ichema. Le picará con sus cuernos.,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001062,Ichí,Ichí,ichi,,S,S,Matas de maíz,"[""Matas de maíz""]","[""Ichírari. Entre las matas de maíz (en la milpa). Ichírati. Fue sembrado. Ichisuhua. Ya sembrando.""]",[],Ichírari. Entre las matas de maíz (en la milpa). Ichírati. Fue sembrado. Ichisuhua. Ya sembrando.,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001063,Ichihuáhuami,Ichihuáhuami,ichihuahuami,,Adj,Adj,De siembra,"[""De siembra""]","[""Hui’yé ichihuáhuami. Tierra de siembra.""]",[],Hui’yé ichihuáhuami. Tierra de siembra.,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001064,Ichipa,Ichipa,ichipa,,Vi,Vi,Esconderse,"[""Esconderse""]","[""Pachá carírari ichípari tohuí. El niño se escondió adentro de la casa.""]",[],Pachá carírari ichípari tohuí. El niño se escondió adentro de la casa.,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001065,Ichirúami,Ichirúami,ichiruami,,S,S,Sembrado,"[""Sembrado""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001066,Ichuromí,Ichuromí,ichuromi,,Adv,Adv,Todo el cuerpo,"[""Todo el cuerpo""]","[""Ichuromí ocó. Me duele todo el cuerpo.""]",[],Ichuromí ocó. Me duele todo el cuerpo.,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001067,"Igúsuhua, icúsuhua","Igúsuhua, icúsuhua","igusuhua, icusuhua",,Vi,Vi,Son autoridades (del pueblo),"[""Son autoridades (del pueblo)""]",[],"[""icúsuhua""]",,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001068,Igúsuhuami,Igúsuhuami,igusuhuami,,S pl,S,Autoridades (del pueblo),"[""Autoridades (del pueblo)""]","[""[sing.: cusihua].""]","[""sing.: cusihua""]",[sing.: cusihua].,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001069,Ihuá,Ihuá,ihua,,Vi,Vi,Tener agujero,"[""Tener agujero""]","[""Hui’ré ihuá. Tiene un agujero grande.""]",[],Hui’ré ihuá. Tiene un agujero grande.,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001070,Ihuáachi,Ihuáachi,ihuaachi,,S,S,"Abertura, agujero","[""Abertura, agujero""]","[""Echo’ná ritérari ihuáachi atí. Está en el agujero de la piedra.""]",[],Echo’ná ritérari ihuáachi atí. Está en el agujero de la piedra.,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001071,Ihuará,Ihuará,ihuara,,Vt,Vt,"Agujerear, perforar","[""Agujerear, perforar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001072,Ihu´é,1Ihu´é,ihu´e,1,Vt,Vt,Atajar,"[""Atajar""]","[""Nijeni ihuema echi huáasi. Voy a atajar las vacas.""]",[],Nijeni ihuema echi huáasi. Voy a atajar las vacas.,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001073,Ihu´e,2Ihu´e,ihu´e,2,S pl,S,Muchachas,"[""Muchachas""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001074,Ihuéami,Ihuéami,ihueami,,Adj,Adj,Fuerte,"[""Fuerte""]","[""[sing.: tihué].""]","[""sing.: tihué""]",[sing.: tihué].,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001075,Ihuébana,Ihuébana,ihuebana,,Vt,Vt,Reforzar,"[""Reforzar""]","[""Echi ohuáami tamí cu ihuébanari. Esa medicina me reforzó.""]",[],Echi ohuáami tamí cu ihuébanari. Esa medicina me reforzó.,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001076,Ihuepa,Ihuepa,ihuepa,,Vt,Vt,Tirar (con fuerza al suelo),"[""Tirar (con fuerza al suelo)""]","[""Najarápaga ihuépari. Luchando lo tiró con fuerza al suelo.""]",[],Najarápaga ihuépari. Luchando lo tiró con fuerza al suelo.,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001077,"Ihuera, jihuero","Ihuera, jihuero","ihuera, jihuero",,Vi,Vi,Tener,"[""Tener""]",[],"[""jihuero""]",,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001078,Ihuérami,Ihuérami,ihuerami,,,Sin clasificar,1. adj Fuerte 2. adj Macizo,"[""adj Fuerte"", ""adj Macizo""]","[""Echi rijoy huabé ihuérami ju. Ese hombre está muy fuerte.""]",[],Echi rijoy huabé ihuérami ju. Ese hombre está muy fuerte.,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001079,I’hueri,I’hueri,i'hueri,,Adj pl,Adj,Largos,"[""Largos""]","[""Véase hui’rí.""]",[],Véase hui’rí.,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001080,Ihuí,Ihuí,ihui,,Vt,Vt,Respirar,"[""Respirar""]","[""Ma cu ihuiri. Ya respiró otra vez.""]",[],Ma cu ihuiri. Ya respiró otra vez.,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001081,I’huí,I’huí,i'hui,,Vt,Vt,1. Enredar 2. Lo amarra por las patas,"[""Enredar"", ""Lo amarra por las patas""]","[""Cagué ma i’huiri huíi. El caballo ya enredó la soga. Cahué i’huítaga chucú. El caballo está parado enredado. ¿Churigá mi i’meri? I’huítarini ¿Cómo caíste? Me enredé.""]",[],Cagué ma i’huiri huíi. El caballo ya enredó la soga. Cahué i’huítaga chucú. El caballo está parado enredado. ¿Churigá mi i’meri? I’huítarini ¿Cómo caíste? Me enredé.,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001082,Ihuíchani,Ihuíchani,ihuichani,,Vi,Vi,Resollar,"[""Resollar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001083,I’huíchari,I’huíchari,i'huichari,,S,S,Manzanilla,"[""Manzanilla""]","[""I’huícharachi. En la manzanilla.""]",[],I’huícharachi. En la manzanilla.,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito
RD-001084,Ihuigá,Ihuigá,ihuiga,,S,S,Respiración,"[""Respiración""]","[""Diosi tamí ihuítari. Dios me dio la vida (la respiración). Binoy ihuigara. El espíritu de él. Ihuita. Vi Dar espíritu, dar vida.""]",[],"Diosi tamí ihuítari. Dios me dio la vida (la respiración). Binoy ihuigara. El espíritu de él. Ihuita. Vi Dar espíritu, dar vida.",SRC-02,DICCIONARIO raramuri.pdf,50,51,Transcrito
RD-001085,I’huiri,I’huiri,i'huiri,,S,S,Bolsita de gusanos del madroño (árbol),"[""Bolsita de gusanos del madroño (árbol)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,51,51,Transcrito
RD-001086,I’huita,I’huita,i'huita,,,Sin clasificar,1. vi Enredarse 2. vt Dar la autoridad (pasándole los cetros de autoridad encima de la cabeza),"[""vi Enredarse"", ""vt Dar la autoridad (pasándole los cetros de autoridad encima de la cabeza)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,51,51,Transcrito
RD-001087,Ijínari,Ijínari,ijinari,,Vi,Vi,"Éramos, eran","[""Éramos, eran""]","[""Campórahuami ijínari. Eran tamboreros. Remerio ijínari. Eran curanderos. Huete cha nocuáam ijínari. Éramos muy traviesos. Nijé jínari ju. Son mis hijos.""]",[],Campórahuami ijínari. Eran tamboreros. Remerio ijínari. Eran curanderos. Huete cha nocuáam ijínari. Éramos muy traviesos. Nijé jínari ju. Son mis hijos.,SRC-02,DICCIONARIO raramuri.pdf,51,51,Transcrito
RD-001088,Imá,Imá,ima,,S,S,Hígado,"[""Hígado""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,51,51,Transcrito
RD-001089,Imasehua,Imasehua,imasehua,,,Sin clasificar,1. vi Enfermarse (por tener el bazo hinchado) 2. s Bazo,"[""vi Enfermarse (por tener el bazo hinchado)"", ""s Bazo""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,51,51,Transcrito
RD-001090,I’mé,I’mé,i'me,,vi,Vi,1. Caerse (al suelo) 2. Tropezar (andando),"[""Caerse (al suelo)"", ""Tropezar (andando)""]","[""Echi táa tohuí i’mema. El niñito se va a tropezar.""]",[],Echi táa tohuí i’mema. El niñito se va a tropezar.,SRC-02,DICCIONARIO raramuri.pdf,51,51,Transcrito
RD-001091,Imúami,Imúami,imuami,,Adj,Adj,Voraz,"[""Voraz""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,51,51,Transcrito
RD-001092,Imuri,Imuri,imuri,,S,S,"Canasta (con tapadera), petaca","[""Canasta (con tapadera), petaca""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,51,51,Transcrito
RD-001093,Iná,1Iná,ina,1,,Sin clasificar,1. vi Ir 2. Venir 3. Caminar,"[""vi Ir"", ""Venir"", ""Caminar""]","[""Echo’ná iná. Allí va. Mi tasí inaro. Alli viene. Huamí tu inárami hue risí. El que camina para abajo está cansado.""]",[],Echo’ná iná. Allí va. Mi tasí inaro. Alli viene. Huamí tu inárami hue risí. El que camina para abajo está cansado.,SRC-02,DICCIONARIO raramuri.pdf,51,51,Transcrito
RD-001094,Iná,2Iná,ina,2,Vi,Vi,Dar leche,"[""Dar leche""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,51,51,Transcrito
RD-001095,Ináatami,Ináatami,inaatami,,Adj,Adj,Seguidor (a tros y no estar solo),"[""Seguidor (a tros y no estar solo)""]","[""Echi táa hue ináatami ju. Ese chiquito es muy seguidor.""]",[],Echi táa hue ináatami ju. Ese chiquito es muy seguidor.,SRC-02,DICCIONARIO raramuri.pdf,51,51,Transcrito
RD-001096,Inami,Inami,inami,,Vi,Vi,Entender y hablar español,"[""Entender y hablar español""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,51,51,Transcrito
RD-001097,I’ní,I’ní,i'ni,,Vi,Vi,Volar,"[""Volar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,51,51,Transcrito
RD-001098,I’níbana,I’níbana,i'nibana,,Vt,Vt,Echar a voler,"[""Echar a voler""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,51,51,Transcrito
RD-001099,I’nisa,I’nisa,i'nisa,,Vi,Vi,Volarse,"[""Volarse""]","[""Icá jiti i’nísama. Se va a volar por el viento.""]",[],Icá jiti i’nísama. Se va a volar por el viento.,SRC-02,DICCIONARIO raramuri.pdf,51,51,Transcrito
RD-001100,Inó,Inó,ino,,S,S,Tipo de árbol chico con hojas amargosas,"[""Tipo de árbol chico con hojas amargosas""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,51,51,Transcrito
