record_id,headword,headword_raw,headword_normalized,homonym_number,classification,classification_family,translation_raw,senses,examples,variants,comments_raw,source_code,source_document,page_start,page_end,status
RD-002172,Roró,Roró,roro,,Vi,Vi,"1. Bramar, mugir, rugir 2. Sonar (motor) 3. Gruñir 4. Roncar","[""Bramar, mugir, rugir"", ""Sonar (motor)"", ""Gruñir"", ""Roncar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,77,77,Transcrito
RD-002173,Rorobá,Rorobá,roroba,,Vt,Vt,Enfriar (lo que estaba en la lumbre),"[""Enfriar (lo que estaba en la lumbre)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,77,77,Transcrito
RD-002174,"Roroca, rorógara","Roroca, rorógara","roroca, rorogara",,S,S,Tráquea,"[""Tráquea""]",[],"[""rorógara""]",,SRC-02,DICCIONARIO raramuri.pdf,77,77,Transcrito
RD-002175,Roróchané,Roróchané,rorochane,,Vi,Vi,1. Bramar (toro) 2. Zumbar,"[""Bramar (toro)"", ""Zumbar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002176,Ro’roché,Ro’roché,ro'roche,,Vi,Vi,"Cuajarse, congelarse","[""Cuajarse, congelarse""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002177,Ro’rosópari,Ro’rosópari,ro'rosopari,,S,S,Lucero,"[""Lucero""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002178,Rosábachami,Rosábachami,rosabachami,,Adj,Adj,"Medio blanco, gris (como una camisa despintada), pardo","[""Medio blanco, gris (como una camisa despintada), pardo""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002179,Rosácami,Rosácami,rosacami,,Adj sing,Adj,Blanco,"[""Blanco""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002180,Rosana,Rosana,rosana,,Vi,Vi,Blanquearse,"[""Blanquearse""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002181,Rosánahua,Rosánahua,rosanahua,,Vt,Vt,Blanquear,"[""Blanquear""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002182,Rosánari,Rosánari,rosanari,,Adj,Adj,Pálido,"[""Pálido""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002183,Rosánata,Rosánata,rosanata,,Vt,Vt,Emblanquecer,"[""Emblanquecer""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002184,Rosó,Rosó,roso,,S,S,Nido,"[""Nido""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002185,Rosobáchami,Rosobáchami,rosobachami,,Adj,Adj,Tordo,"[""Tordo""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002186,Rosobocha,Rosobocha,rosobocha,,Vi,Vi,Despintarse,"[""Despintarse""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002187,Rosohua,Rosohua,rosohua,,Vi,Vi,Toser,"[""Toser""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002188,Rosoná,Rosoná,rosona,,S,S,Pato,"[""Pato""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002189,Rosorá,Rosorá,rosora,,,Sin clasificar,1. s Nido 2. vt Hacer nido,"[""s Nido"", ""vt Hacer nido""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002190,Rosorí,Rosorí,rosori,,S,S,Tipo de maíz blando,"[""Tipo de maíz blando""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002191,Rotebi,Rotebi,rotebi,,S,S,Salamandra (reptil),"[""Salamandra (reptil)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002192,Rotosí,Rotosí,rotosi,,S,S,"Sauz (árbol, sauce)","[""Sauz (árbol, sauce)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002193,Ru,1Ru,ru,1,,Sin clasificar,1. vi Avisar 2. vt Testificar,"[""vi Avisar"", ""vt Testificar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002194,Ru,2Ru,ru,2,Vt,Vt,Descubrir,"[""Descubrir""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002195,Rucuáhua,Rucuáhua,rucuahua,,Vi,Vi,Estar oscureciéndose,"[""Estar oscureciéndose""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002196,Rucuchuri,Rucuchuri,rucuchuri,,S,S,Grillo,"[""Grillo""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002197,Rucué,Rucué,rucue,,Vt,Vt,Preguntar,"[""Preguntar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002198,Ruchí,Ruchí,ruchi,,S,S,Gato montés,"[""Gato montés""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002199,Ruhué,Ruhué,ruhue,,S,S,Liebre,"[""Liebre""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002200,Rujuí,Rujuí,rujui,,Vi pl,Vi,Caerse (varias cosas),"[""Caerse (varias cosas)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002201,Rumuca asisa,Rumuca asisa,rumuca asisa,,Vi,Vi,Caminarse dormido,"[""Caminarse dormido""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002202,Ru’ná,Ru’ná,ru'na,,Vi,Vi,Estar grueso,"[""Estar grueso""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002203,Ru’náami,Ru’náami,ru'naami,,Adj,Adj,Grueso,"[""Grueso""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002204,Ruráami,Ruráami,ruraami,,Adj,Adj,"Frío, fresco","[""Frío, fresco""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002205,Rurahuá,Rurahuá,rurahua,,Vi,Vi,Hace frío,"[""Hace frío""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002206,Rurú,Rurú,ruru,,S,S,Sonaja (que llevan los corredores),"[""Sonaja (que llevan los corredores)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002207,Rurusí,Rurusí,rurusi,,S,S,Tomatillo (una frutita que crece en una mata entre las siembras),"[""Tomatillo (una frutita que crece en una mata entre las siembras)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002208,Rúsiami,Rúsiami,rusiami,,S,S,Intérprete,"[""Intérprete""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002209,Rusú,Rusú,rusu,,Vt,Vt,Moler,"[""Moler""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002210,Ruyari,Ruyari,ruyari,,S,S,"Molleja, buche","[""Molleja, buche""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002211,Ruyé,Ruyé,ruye,,Vt,Vt,"Avisar, aconsejar, informar","[""Avisar, aconsejar, informar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002212,"Sáa, sái","Sáa, sái","saa, sai",,Vt,Vt,"Oler, olfatear","[""Oler, olfatear""]",[],"[""sái""]",,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002213,Sáata,1Sáata,saata,1,Vi,Vi,Seguir olfateando,"[""Seguir olfateando""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002214,Sáata,2Sáata,saata,2,Vi,Vi,Hacer brasas,"[""Hacer brasas""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002215,Saca,Saca,saca,,Vt,Vt,Conseguir,"[""Conseguir""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002216,Sacará,Sacará,sacara,,S,S,Zacate,"[""Zacate""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,78,78,Transcrito
RD-002217,Sacuá,Sacuá,sacua,,S,S,"Tipo de rana verde, sapo","[""Tipo de rana verde, sapo""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002218,Sagú,Sagú,sagu,,Vt,Vt,Secar (verdura),"[""Secar (verdura)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002219,Sahuá,Sahuá,sahua,,S,S,1. Tipo de pino (con corteza gruesa y agujas delgadas) 2. Hoja,"[""Tipo de pino (con corteza gruesa y agujas delgadas)"", ""Hoja""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002220,Sahua,Sahua,sahua,,Vt,Vt,Quemar,"[""Quemar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002221,Sa’huá,Sa’huá,sa'hua,,Vt,Vt,"Curar, sanar","[""Curar, sanar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002222,Sáhuara,Sáhuara,sahuara,,S,S,Sonaja (de los matachines),"[""Sonaja (de los matachines)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002223,Sahuarasa,Sahuarasa,sahuarasa,,Vi pl,Vi,Brotar (hojas nuevas),"[""Brotar (hojas nuevas)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002224,Sahuarásimí,Sahuarásimí,sahuarasimi,,Vi,Vi,Retoñar,"[""Retoñar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002225,Sahuarusa,Sahuarusa,sahuarusa,,Vi pl,Vi,Caerse (las hojas),"[""Caerse (las hojas)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002226,Sahuí,Sahuí,sahui,,Vi,Vi,"Quemarse, hacerse brasas","[""Quemarse, hacerse brasas""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002227,Sa’huí,Sa’huí,sa'hui,,Vi,Vi,Aliviarse,"[""Aliviarse""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002228,Sahuiri,Sahuiri,sahuiri,,S,S,"Brasas, carbón","[""Brasas, carbón""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002229,Sahuiruma,Sahuiruma,sahuiruma,,Vi,Vi,Temblar,"[""Temblar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002230,Sái,Sái,sai,,,Sin clasificar,"Oler, olfatear","[""Oler, olfatear""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002231,Sa’í,Sa’í,sa'i,,S,S,Lombriz de tierra,"[""Lombriz de tierra""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002232,Sa’mecha,Sa’mecha,sa'mecha,,Vt,Vt,"Remojar, mojar","[""Remojar, mojar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002233,Sa’mí,Sa’mí,sa'mi,,Vi,Vi,Estar mojado,"[""Estar mojado""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002234,Samichí,Samichí,samichi,,S,S,En algún lugar mojado,"[""En algún lugar mojado""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002235,Sa’mina,Sa’mina,sa'mina,,Vi,Vi,Humedecerse,"[""Humedecerse""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002236,Sampá,Sampá,sampa,,Vi,Vi,Mojarse,"[""Mojarse""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002237,Sampacha,Sampacha,sampacha,,Vt,Vt,Remojar,"[""Remojar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002238,Sa’narí,Sa’narí,sa'nari,,S,S,Sedimento del tesgüino,"[""Sedimento del tesgüino""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002239,Sapá,Sapá,sapa,,S,S,Carne,"[""Carne""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002240,Sapará,Sapará,sapara,,Vi,Vi,Engordarse,"[""Engordarse""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002241,Saparábana,Saparábana,saparabana,,Vt,Vt,Engordar,"[""Engordar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002242,Saparusa,Saparusa,saparusa,,Vi,Vi,Enflaquecerse,"[""Enflaquecerse""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002243,Sapé,Sapé,sape,,Vi,Vi,"Estar gordo, tener cuerpo","[""Estar gordo, tener cuerpo""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002244,Sapepa: machí sapepa,Sapepa: machí sapepa,sapepa: machi sapepa,,Vi,Vi,Desnudarse,"[""Desnudarse""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002245,Sapota,Sapota,sapota,,Vi,Vi,Hacer palomitas de maíz,"[""Hacer palomitas de maíz""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002246,Sapú,Sapú,sapu,,Vi,Vi,Apurarse,"[""Apurarse""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002247,Saquí,Saquí,saqui,,,Sin clasificar,1. vt Hacer esquite 2. s Esquite,"[""vt Hacer esquite"", ""s Esquite""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002248,Saquiri,Saquiri,saquiri,,S,S,Comal,"[""Comal""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002249,Sa’rihuá,Sa’rihuá,sa'rihua,,S,S,Saliva,"[""Saliva""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002250,Sa’rihué,Sa’rihué,sa'rihue,,Vi,Vi,"Salivar, babear","[""Salivar, babear""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002251,Saróami,Saróami,saroami,,Adj,Adj,"Amarillo, anaranjado","[""Amarillo, anaranjado""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002252,Sasira,Sasira,sasira,,Vi,Vi,Resbalarse,"[""Resbalarse""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002253,Saté,Saté,sate,,S,S,Arena,"[""Arena""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002254,Satibó,Satibó,satibo,,S,S,Arenal,"[""Arenal""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002255,Sabitótami,Sabitótami,sabitotami,,Adj,Adj,Arenoso,"[""Arenoso""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002256,Satérama,Satérama,saterama,,Vt pret,Vt,Ensuciar con arena,"[""Ensuciar con arena""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002257,Satibú,Satibú,satibu,,Vt,Vt,Quitar la arena,"[""Quitar la arena""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002258,Sayahui,Sayahui,sayahui,,S,S,Víbora de cascabel (grande),"[""Víbora de cascabel (grande)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002259,Sayé,Sayé,saye,,S sing,S,Enemigo,"[""Enemigo""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,79,79,Transcrito
RD-002260,Sayécari,Sayécari,sayecari,,S,S,Sonaja de pascolero,"[""Sonaja de pascolero""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002261,"Sayiná, que sayiná","Sayiná, que sayiná","sayina, que sayina",,Adv,Adv,De repente,"[""De repente""]",[],"[""que sayiná""]",,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002262,Sayiruma,Sayiruma,sayiruma,,Vi,Vi,Temblarse,"[""Temblarse""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002263,Seba,Seba,seba,,Vt,Vt,"1. Alcanzar, llegar 2. Lograr 3. Llegar a ser","[""Alcanzar, llegar"", ""Lograr"", ""Llegar a ser""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002264,Sebárachi,Sebárachi,sebarachi,,S,S,Lugar donde lo alcanza,"[""Lugar donde lo alcanza""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002265,Sebara,Sebara,sebara,,Vt,Vt,"Completar, cumplir","[""Completar, cumplir""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002266,Sébari,Sébari,sebari,,Adj,Adj,1. Bastante 2. Completo,"[""Bastante"", ""Completo""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002267,Sehuá,Sehuá,sehua,,Vi,Vi,Florecer,"[""Florecer""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002268,Si,1Si,si,1,Vi pl,Vi,Llegan,"[""Llegan""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002269,Si,2Si,si,2,Vi,Vi,Hacer,"[""Hacer""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002270,Si,3Si,si,3,Vi,Vi,Dilatarse,"[""Dilatarse""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002271,Si’á,Si’á,si'a,,S,S,Suegro,"[""Suegro""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002272,Síbari,Síbari,sibari,,S,S,Chiltipiquín (tipo de chile),"[""Chiltipiquín (tipo de chile)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002273,Sibori,Sibori,sibori,,S,S,Renacuajo,"[""Renacuajo""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002274,Sicá,1Sicá,sica,1,Vt,Vt,Trasquilar,"[""Trasquilar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002275,Sicá,2Sicá,sica,2,Vt,Vt,Brazo,"[""Brazo""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002276,Sicá jiti,Sicá jiti,sica jiti,,,Sin clasificar,A mano,"[""A mano""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002277,Sicachó,Sicachó,sicacho,,Vi,Vi,Aplaudir,"[""Aplaudir""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002278,Sicahué,Sicahué,sicahue,,Vt,Vt,Bracear,"[""Bracear""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002279,Sicamochi,Sicamochi,sicamochi,,Pp,Pp,Estar mocho de una mano,"[""Estar mocho de una mano""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002280,Sicara,Sicara,sicara,,Vi,Vi,Mover (brazos),"[""Mover (brazos)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002281,Sicobachi,Sicobachi,sicobachi,,S,S,Tipo de calabaza (blanca o pintada),"[""Tipo de calabaza (blanca o pintada)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002282,Sicochi,Sicochi,sicochi,,Adv,Adv,En un rincón,"[""En un rincón""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002283,"Sicohua, sicóori","Sicohua, sicóori","sicohua, sicoori",,Vi,Vi,Hacer ruido (estómago),"[""Hacer ruido (estómago)""]",[],"[""sicóori""]",,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002284,Sicpoona,Sicpoona,sicpoona,,Vi,Vi,Salir lagaña (en los ojos),"[""Salir lagaña (en los ojos)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002285,Sicorí,Sicorí,sicori,,S,S,"Olla, jarro","[""Olla, jarro""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002286,Sicuí,Sicuí,sicui,,S,S,Hormiga,"[""Hormiga""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002287,Sihuá,1Sihuá,sihua,1,S,S,"Tripas, intestino","[""Tripas, intestino""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002288,Sihuá,2Sihuá,sihua,2,Vi,Vi,Florecer,"[""Florecer""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002289,Sihuáchari,Sihuáchari,sihuachari,,S,S,Flor,"[""Flor""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002290,Sihué,Sihué,sihue,,Vi,Vi,Calmarse (viento),"[""Calmarse (viento)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002291,Si’huérahua,Si’huérahua,si'huerahua,,S,S,Pestaña(s),"[""Pestaña(s)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002292,Si’huina,Si’huina,si'huina,,Adv,Adv,En otra parte,"[""En otra parte""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002293,Sijabó,Sijabó,sijabo,,Vi,Vi,1. Estar empachado (del estómago) 2. Se hincha (el nixtamal),"[""Estar empachado (del estómago)"", ""Se hincha (el nixtamal)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002294,Sijarí,Sijarí,sijari,,S,S,"Vejiga, ampolla","[""Vejiga, ampolla""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002295,Si’luna,Si’luna,si'luna,,Vt,Vt,Plegar,"[""Plegar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002296,Simá,Simá,sima,,Vi pl,Vi,Irse,"[""Irse""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002297,Simara,Simara,simara,,Vi pl,Vi,Pasan,"[""Pasan""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002298,Simati,Simati,simati,,Adj,Adj,"Bonito, hermoso","[""Bonito, hermoso""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002299,Simé,Simé,sime,,Vt,Vt,Tocar (instrumento musical),"[""Tocar (instrumento musical)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002300,Simera,Simera,simera,,Vt,Vt,Pasar,"[""Pasar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002301,Simí,1Simí,simi,1,Vi sg,Vi,Irse,"[""Irse""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002302,Simí,2Simí,simi,2,Vi sg,Vi,Caminar,"[""Caminar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,80,80,Transcrito
RD-002303,Simigá,Simigá,simiga,,,Sin clasificar,¡Vaya!,"[""¡Vaya!""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,81,81,Transcrito
RD-002304,Simináari,Simináari,siminaari,,Vi,Vi,Querían irse,"[""Querían irse""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,81,81,Transcrito
RD-002305,Simira,Simira,simira,,Vi sg,Vi,1. Pasar 2. Sobrar,"[""Pasar"", ""Sobrar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,81,81,Transcrito
RD-002306,Simíriami,Simíriami,simiriami,,Adj,Adj,"Sobrante, demás","[""Sobrante, demás""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,81,81,Transcrito
RD-002307,Simuchí,Simuchí,simuchi,,S,S,"Colibrí, chupamirto","[""Colibrí, chupamirto""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,81,81,Transcrito
RD-002308,Siná,Siná,sina,,Vi sg,Vi,Gritar,"[""Gritar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,81,81,Transcrito
RD-002309,Siné,Siné,sine,,,Sin clasificar,1. s Vez 2. adj Uno,"[""s Vez"", ""adj Uno""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,81,81,Transcrito
RD-002310,Si’néami,Si’néami,si'neami,,"Adj, s",Adj,"Todo, toda la gente","[""Todo, toda la gente""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,81,81,Transcrito
RD-002311,Sinibí,Sinibí,sinibi,,Adv,Adv,Siempre,"[""Siempre""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,81,81,Transcrito
RD-002312,Sinohui,Sinohui,sinohui,,S,S,"Culebras, víboras (de todos tipos)","[""Culebras, víboras (de todos tipos)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,81,81,Transcrito
RD-002313,Sinomí,Sinomí,sinomi,,Adv,Adv,"A veces, de vez en cuando","[""A veces, de vez en cuando""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,81,81,Transcrito
RD-002314,Si’nú,Si’nú,si'nu,,Adj sing,Adj,"Distinto, diferente","[""Distinto, diferente""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,81,81,Transcrito
RD-002315,Si’núrigá,Si’núrigá,si'nuriga,,,Sin clasificar,Al contrario,"[""Al contrario""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,81,81,Transcrito
RD-002316,Si’orí,Si’orí,si'ori,,S,S,1. Abeja 2. Mosca,"[""Abeja"", ""Mosca""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,81,81,Transcrito
RD-002317,Sipá,Sipá,sipa,,Vt,Vt,"Rascar, lijar, raspar, cepillar","[""Rascar, lijar, raspar, cepillar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,81,81,Transcrito
RD-002318,Sipáami,Sipáami,sipaami,,S,S,"Curandero, hechicero (que raspa una hueja o jícara con un palito y canta)","[""Curandero, hechicero (que raspa una hueja o jícara con un palito y canta)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,81,81,Transcrito
RD-002319,Sipabú,Sipabú,sipabu,,Vt,Vt,Hechizar,"[""Hechizar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,81,81,Transcrito
RD-002320,Siparí,Siparí,sipari,,S,S,Ejote,"[""Ejote""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,81,81,Transcrito
