term_id,term_es,term_es_normalized,grammatical_label,equivalents_rrm,source_code,source_document,source_section,pdf_page,printed_page,extraction_status,validation_status,raw_entry
TERM-000107,amanecer v,amanecer v,impers,chi'rá (el día) al amanecer ma chi'risá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,93,83,OCR estructurado,Pendiente de cotejo,amanecer v impers chi'rá (el día) al amanecer ma chi'risá
TERM-000108,amansar,amansar,vt,binera,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,93,83,OCR estructurado,Pendiente de cotejo,amansar vt binera
TERM-000109,amar,amar,vt,"caré, garé amado carécahuami",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,93,83,OCR estructurado,Pendiente de cotejo,"amar ví caré, garé amado carécahuami"
TERM-000110,amargo,amargo,adj,1. corácami 2. poyaca (como aspirina) 3. chipú (como café) 4. coraca (picante como la cal),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,93,83,OCR estructurado,Pendiente de cotejo,amargo adj 1. corácami 2. poyaca (como aspirina) 3. chipú (como café) 4. coraca (picante como la cal)
TERM-000111,amarillo,amarillo,adj,lánami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,93,83,OCR estructurado,Pendiente de cotejo,amarillo adj lánami
TERM-000112,amarrado,amarrado,adj,1. borogá 2. huíira chucúami (animal parado),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,93,83,OCR estructurado,Pendiente de cotejo,amarrado adj 1. borogá 2. huíira chucúami (animal parado)
TERM-000113,amarrar,amarrar,vt,"1. buré, nachigó 2. huíi (animal con mecate) 3. i'huí (por las patas) 4. cho'ojí (el hocico a un animal) 5. borogá (lo acoyunda) 6. naquibú (juntos) si le amarran burusáagá",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,93,83,OCR estructurado,Pendiente de cotejo,"amarrar vt 1. buré, nachigó 2. huíi (animal con mecate) 3. i'huí (por las patas) 4. cho'ojí (el hocico a un animal) 5. borogá (lo acoyunda) 6. naquibú (juntos) si le amarran burusáagá"
TERM-000114,amasar,amasar,vt,masó,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,93,83,OCR estructurado,Pendiente de cotejo,amasar vt masó
TERM-000115,ambos,ambos,adj,ocuánica,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,93,83,OCR estructurado,Pendiente de cotejo,ambos adj ocuánica
TERM-000116,amigo,amigo,m,amígohua mis amigos nije amígohuara,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,93,83,OCR estructurado,Pendiente de cotejo,amigo m amígohua mis amigos nije amígohuara
TERM-000117,amo,amo,m,carí níhuami (de la casa),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,93,83,OCR estructurado,Pendiente de cotejo,amo m carí níhuami (de la casa)
TERM-000118,amontonar,amontonar,vt,muchuhuama,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,93,83,OCR estructurado,Pendiente de cotejo,amontonar ví muchuhuama
TERM-000119,ampolla,ampolla,f,sijarí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,93,83,OCR estructurado,Pendiente de cotejo,ampolla f sijarí
TERM-000120,ampollar,ampollar,vt,ca'marota,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,93,83,OCR estructurado,Pendiente de cotejo,ampollar ví ca'marota
TERM-000121,anaranjado,anaranjado,adj,"saróami, lánami",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,93,83,OCR estructurado,Pendiente de cotejo,"anaranjado adj saróami, lánami"
TERM-000122,anciana,anciana,f,huiráami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,93,83,OCR estructurado,Pendiente de cotejo,anciana f huiráami
TERM-000123,anciano,anciano,m,'ochérami 2. s pl chapiyó (los que se paran a un lado gritando cuando bailan los matachines),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,93,83,OCR estructurado,Pendiente de cotejo,anciano 1. m 'ochérami 2. s pl chapiyó (los que se paran a un lado gritando cuando bailan los matachines)
TERM-000124,ancho,ancho,adj,huarú chipérami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,93,83,OCR estructurado,Pendiente de cotejo,ancho adj huarú chipérami
TERM-000125,andar,andar,vi,"1. iyena (sing.), jo, 'yena (pl.) 2. apabera (acarreando a lomo) bitira (como borracho) chiná iyena (escondido) hue sapuca simí (aprisa) huirira (haciendo algo) nicumé (estorbando) norira (dando vueltas) tisoca iyena (con bastón) 10. uchuta (de cuatro patas) 11. ujuma (rápido, pl.)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,93,83,OCR estructurado,Pendiente de cotejo,"andar vi 1. iyena (sing.), jo, 'yena (pl.) 2. apabera (acarreando a lomo) bitira (como borracho) chiná iyena (escondido) hue sapuca simí (aprisa) huirira (haciendo algo) nicumé (estorbando) norira (dando vueltas) tisoca iyena (con bastón) 10. uchuta (de cuatro patas) 11. ujuma (rápido, pl.)"
TERM-000126,angosto,angosto,adj,"uchíi (tierra) muy angosto uchíibi, ta chipérami, chacátami (bordo)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,93,83,OCR estructurado,Pendiente de cotejo,"angosto adj uchíi (tierra) muy angosto uchíibi, ta chipérami, chacátami (bordo)"
TERM-000127,ángulo,angulo,m,que tiene ángulo chacárami NAAA A angustia,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,93,83,OCR estructurado,Pendiente de cotejo,ángulo m que tiene ángulo chacárami NAAA A angustia
TERM-000128,angustia,angustia,f,siente angustia hue o'mona,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,angustia f siente angustia hue o'mona
TERM-000129,anhelar,anhelar,vt,hue naquí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,anhelar ví hue naquí
TERM-000130,animal,animal,m,namuti,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,animal m namuti
TERM-000131,animar,animar,vt,nírata,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,animar vt nírata
TERM-000132,ánimo,animo,interj,¡huériga!,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,ánimo interj ¡huériga!
TERM-000133,anoche,anoche,adv,rapaco rocogó,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,anoche adv rapaco rocogó
TERM-000134,anochecer v,anochecer v,impers,chona,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,anochecer v impers chona
TERM-000135,ante,ante,prep,bacháami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,ante prep bacháami
TERM-000136,anteanoche,anteanoche,adv,huanihuí rocogó,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,anteanoche adv huanihuí rocogó
TERM-000137,"anteayer, antier","anteayer, antier",adv,huanihuí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,"anteayer, antier adv huanihuí"
TERM-000138,antemano,antemano,adv,de antemano bachá niráa,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,antemano adv de antemano bachá niráa
TERM-000139,antepasado,antepasado,m,1. nayáhuari (sing.); a'nayáhuari (pl.) 2. chabé qui'ya piréami (pl.) almas de los antepasados 'nayáhuari,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,antepasado m 1. nayáhuari (sing.); a'nayáhuari (pl.) 2. chabé qui'ya piréami (pl.) almas de los antepasados 'nayáhuari
TERM-000140,anterior,anterior,adj,jubánara,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,anterior adj jubánara
TERM-000141,antes,antes,adv,"1. chabé 2. chabénara (en relación con otro) antes de que cho de antes chabéhuami mucho antes nayá, qui'yá",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,"antes adv 1. chabé 2. chabénara (en relación con otro) antes de que cho de antes chabéhuami mucho antes nayá, qui'yá"
TERM-000142,antigiedad,antigiedad,f,de antigiedad qui'yá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,antigiedad f de antigiedad qui'yá
TERM-000143,anzuelo,anzuelo,m,binorí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,anzuelo m binorí
TERM-000144,añadido,anadido,adj,muhuéhuarami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,añadido adj muhuéhuarami
TERM-000145,año,ano,m,"bamíbari año antepasado chabé biquiyá bamibari año pasado chabé bamíbari apenas tiene un año que cho biré bamíbami ju hace años huicabé bamíbari hace muchos años ma hui'rí bamíbari hace un año bamiba, ma biré bamíbari",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,"año m bamíbari año antepasado chabé biquiyá bamibari año pasado chabé bamíbari apenas tiene un año que cho biré bamíbami ju hace años huicabé bamíbari hace muchos años ma hui'rí bamíbari hace un año bamiba, ma biré bamíbari"
TERM-000146,apagar,apagar,vt,cho'huá (lumbre) 2. vr cho'huí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,apagar 1. vt cho'huá (lumbre) 2. vr cho'huí
TERM-000147,aparecer,aparecer,vi,aparece delante de bacháami huiriba,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,aparecer vi aparece delante de bacháami huiriba
TERM-000148,apartar,apartar,vt,"rojana (sing.), rojuana (pl.) 2. vt bi'nérahua (solo) 3. vt huanabú (lejos) 4. vr rojuá (sing.), rojá (pl.) 5. vr huanihuí (lejos) apartado rojuácami el que los aparta rojuánami",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,"apartar 1. vt rojana (sing.), rojuana (pl.) 2. vt bi'nérahua (solo) 3. vt huanabú (lejos) 4. vr rojuá (sing.), rojá (pl.) 5. vr huanihuí (lejos) apartado rojuácami el que los aparta rojuánami"
TERM-000149,aparte,aparte,adv,"1. a'huínari 2. huaná (lejos),",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,"aparte adv 1. a'huínari 2. huaná (lejos),"
TERM-000150,apedrear,apedrear,vt,"bapá, basibú apedreado basibúrami",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,"apedrear vt bapá, basibú apedreado basibúrami"
TERM-000151,apellido,apellido,m,le ponen apellido rijí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,apellido m le ponen apellido rijí
TERM-000152,apenas,apenas,adv,apenas tiene un año que cho biré bamíbami ju apenas salió bucurí simíri,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,apenas adv apenas tiene un año que cho biré bamíbami ju apenas salió bucurí simíri
TERM-000153,apersogar,apersogar,vt,huiya,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,apersogar vt huiya
TERM-000154,apestar,apestar,vi,hue cha jubá (mucho),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,apestar vi hue cha jubá (mucho)
TERM-000155,apetito,apetito,m,que tiene apetito ra'íami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,apetito m que tiene apetito ra'íami
TERM-000156,aplanar,aplanar,vt,ri'huana,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,aplanar ví ri'huana
TERM-000157,aplastado,aplastado,adj,mitáchami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,aplastado adj mitáchami
TERM-000158,aplastar,aplastar,vt,"nitapa, rachina, muteta 2. ve chi'rá, chi'rana (con dedo) 3. vt mitáchana (cosa grande) 4. vr muté, rachí 5. vr tibá (animalito en trampa de piedras) 6. vr mitacha (cosa grande) lo aplastó v: michunari",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,"aplastar 1. vt nitapa, rachina, muteta 2. ve chi'rá, chi'rana (con dedo) 3. vt mitáchana (cosa grande) 4. vr muté, rachí 5. vr tibá (animalito en trampa de piedras) 6. vr mitacha (cosa grande) lo aplastó v: michunari"
TERM-000159,se aplastó,se aplasto,vr,michuri,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,se aplastó vr michuri
TERM-000160,aplaudir,aplaudir,vt,sicachó,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,aplaudir vt sicachó
TERM-000161,apoyar,apoyar,vt,"sicochi chehui (en el rincón) 2. vr tisoca iná (en bastón) 3. vr mo'huera (la cabeza, en algo cuando se acuesta)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,"apoyar 1. vt sicochi chehui (en el rincón) 2. vr tisoca iná (en bastón) 3. vr mo'huera (la cabeza, en algo cuando se acuesta)"
TERM-000162,aprender,aprender,vt,biné aprenderá pénama que puede aprender pénami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,aprender ví biné aprenderá pénama que puede aprender pénami
TERM-000163,apresurar,apresurar,vt,jiyata 2. vr jiyá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,apresurar 1. vt jiyata 2. vr jiyá
TERM-000164,apretar,apretar,vt,"camina, cha'ira",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,94,84,OCR estructurado,Pendiente de cotejo,"apretar 1. vt camina, cha'ira"
TERM-000165,",",",",vi,cha'Í,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,95,85,OCR estructurado,Pendiente de cotejo,"2, vi cha'Í"
TERM-000166,aprisa,aprisa,adv,jiyahui (por irse) anda aprisa hue sapuca simí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,95,85,OCR estructurado,Pendiente de cotejo,aprisa adv jiyahui (por irse) anda aprisa hue sapuca simí
TERM-000167,apuesta,apuesta,f,tarí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,95,85,OCR estructurado,Pendiente de cotejo,apuesta f tarí
TERM-000168,apuntar,apuntar,vt,jóhua apunta bien jugando cuatro (tirando al hoyo) baché,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,95,85,OCR estructurado,Pendiente de cotejo,apuntar ví jóhua apunta bien jugando cuatro (tirando al hoyo) baché
TERM-000169,apúntalo,apuntalo,imper,¡johuá!,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,95,85,OCR estructurado,Pendiente de cotejo,apúntalo imper ¡johuá!
TERM-000170,apuñalar,apunalar,vt,chihuá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,95,85,OCR estructurado,Pendiente de cotejo,apuñalar ví chihuá
TERM-000171,apurar,apurar,vr,1. sapú 2. sapunú (mucho) que se apura mucho sapunéami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,95,85,OCR estructurado,Pendiente de cotejo,apurar vr 1. sapú 2. sapunú (mucho) que se apura mucho sapunéami
TERM-000172,"aquél, aquélla","aquel, aquella",pron dem,"echi, echimí, mi",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,95,85,OCR estructurado,Pendiente de cotejo,"aquél, aquélla pron dem echi, echimí, mi"
TERM-000173,"aquel, aquella","aquel, aquella",adj dem,mi,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,95,85,OCR estructurado,Pendiente de cotejo,"aquel, aquella adj dem mi"
TERM-000174,aquí,aqui,adv,"jena'í, na'í, na'ibi desde aquí jena'í jonsa por aquí jami",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,95,85,OCR estructurado,Pendiente de cotejo,"aquí adv jena'í, na'í, na'ibi desde aquí jena'í jonsa por aquí jami"
TERM-000175,arado,arado,m,arara,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,95,85,OCR estructurado,Pendiente de cotejo,arado m arara
TERM-000176,araña,arana,f,1. narúchari 2. chabochi (amarilla),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,95,85,OCR estructurado,Pendiente de cotejo,araña f 1. narúchari 2. chabochi (amarilla)
TERM-000177,arar,arar,vt,"1, huasará 2. ro'hué (cultivar)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,95,85,OCR estructurado,Pendiente de cotejo,"arar vt 1, huasará 2. ro'hué (cultivar)"
TERM-000178,arco,arco,m,1. catá 2. conomí (arco iris) 3. atá (para flechas) tiene arco até,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,95,85,OCR estructurado,Pendiente de cotejo,arco m 1. catá 2. conomí (arco iris) 3. atá (para flechas) tiene arco até
TERM-000179,arder,arder,vt,"rajá, rajina está ardiendo rajiyá",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,95,85,OCR estructurado,Pendiente de cotejo,"arder ví rajá, rajina está ardiendo rajiyá"
TERM-000180,ardiente,ardiente,adj,rajáami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,95,85,OCR estructurado,Pendiente de cotejo,ardiente adj rajáami
TERM-000181,ardilla,ardilla,f,"1. chimorí, láchamuri (amarilla, se sube a los árboles) 2, huichimó (chiquita de la tierra) 3. chipahuí, chumorí (gris, de los árboles) 4. chicá (mediana de la tierra) 5. chichimó (de la tierra, vive entre las piedras)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,95,85,OCR estructurado,Pendiente de cotejo,"ardilla f 1. chimorí, láchamuri (amarilla, se sube a los árboles) 2, huichimó (chiquita de la tierra) 3. chipahuí, chumorí (gris, de los árboles) 4. chicá (mediana de la tierra) 5. chichimó (de la tierra, vive entre las piedras)"
