term_id,term_es,term_es_normalized,grammatical_label,equivalents_rrm,source_code,source_document,source_section,pdf_page,printed_page,extraction_status,validation_status,raw_entry
TERM-001046,ignorante,ignorante,adj,tarapé machíami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,ignorante adj tarapé machíami
TERM-001047,igual,igual,adj,"néchigo, a'nahuí, achó (pl.) es igual achigó yiri ju son iguales chopi a yiri ju, a'nahuí ju",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,"igual adj néchigo, a'nahuí, achó (pl.) es igual achigó yiri ju son iguales chopi a yiri ju, a'nahuí ju"
TERM-001048,igualar,igualar,vt,anara,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,igualar ví anara
TERM-001049,iluminar,iluminar,vt,rajé,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,iluminar vt rajé
TERM-001050,importar,importar,vt,chiré no importa que chireco,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,importar vt chiré no importa que chireco
TERM-001051,incapaz,incapaz,adj,es incapaz quetasi omero,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,incapaz adj es incapaz quetasi omero
TERM-001052,incienso,incienso,m,moruhuá donde se quema incienso morérachi,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,incienso m moruhuá donde se quema incienso morérachi
TERM-001053,inclinado,inclinado,adj,ri'nahuícami (de espaldas),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,inclinado adj ri'nahuícami (de espaldas)
TERM-001054,inclinar,inclinar,vt,bunahua 2. vt yora (la cabeza) 3. vr buná,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,inclinar 1. v£ bunahua 2. vt yora (la cabeza) 3. vr buná
TERM-001055,incrédulo,incredulo,adj,quetasi bichíyami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,incrédulo adj quetasi bichíyami
TERM-001056,indígena,indigena,f,si'nu rarámuri (de otro grupo),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,indígena f si'nu rarámuri (de otro grupo)
TERM-001057,infante,infante,m,"táa múchari, táa (sing.), cúuchi (pl.)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,"infante m táa múchari, táa (sing.), cúuchi (pl.)"
TERM-001058,infectar,infectar,vt,bacamú (una llaga),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,infectar vt bacamú (una llaga)
TERM-001059,inflado,inflado,adj,capótami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,inflado adj capótami
TERM-001060,inflar,inflar,vt,"capona 2. vr capota, capó",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,"inflar 1. vt capona 2. vr capota, capó"
TERM-001061,informar,informar,vt,ruyé,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,informar vt ruyé
TERM-001062,inmediatamente,inmediatamente,adv,"hue ya, hue yáati, yáati",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,"inmediatamente adv hue ya, hue yáati, yáati"
TERM-001063,inmenso,inmenso,adj,huarubé,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,inmenso adj huarubé
TERM-001064,inocente,inocente,adj,quetasi choquéami ju,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,inocente adj quetasi choquéami ju
TERM-001065,instruir,instruir,vt,binera,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,instruir vt binera
TERM-001066,insultar,insultar,vt,sitira ané,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,insultar vt sitira ané
TERM-001067,inteligente,inteligente,adj,'nátami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,inteligente adj 'nátami
TERM-001068,interpretar,interpretar,vt,rarámuri niráa uchucha intérprete común rúsiami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,interpretar ví rarámuri niráa uchucha intérprete común rúsiami
TERM-001069,interrogar,interrogar,vt,rucugá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,interrogar vt rucugá
TERM-001070,intestino,intestino,m,sihuá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,intestino m sihuá
TERM-001071,inundar,inundar,vt,noporí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,inundar vt noporí
TERM-001072,invierno,invierno,m,romó comienza el invierno romosa,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,invierno m romó comienza el invierno romosa
TERM-001073,invitar,invitar,vt,"ohuí, yera, nijohua, bayera",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,"invitar ví ohuí, yera, nijohua, bayera"
TERM-001074,inyectar,inyectar,vt,iché,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,inyectar vt iché
TERM-001075,ir,ir,vi,"iná, simí (sing.), simá (pl.) no quiere dejarle ir surí quiere ir simea orari, simináari (pl.) va a pie huichíarigá simí",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,"ir vi iná, simí (sing.), simá (pl.) no quiere dejarle ir surí quiere ir simea orari, simináari (pl.) va a pie huichíarigá simí"
TERM-001076,vamos,vamos,imper,imabá!,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,vamos imper imabá!
TERM-001077,vaya,vaya,imper,simigá yendo sira ir cuesta abajo riquina querían irse simináari,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,vaya imper simigá yendo sira ir cuesta abajo riquina querían irse simináari
TERM-001078,izquierdo,izquierdo,adj,o'huina,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,izquierdo adj o'huina
TERM-001079,jactancioso,jactancioso,adj,níriami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,jactancioso adj níriami
TERM-001080,jalar,jalar,vt,banisú,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,jalar vt banisú
TERM-001081,jamás,jamas,adv,que siné,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,jamás adv que siné
TERM-001082,jarro,jarro,m,sicorí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,jarro m sicorí
TERM-001083,jefe,jefe,m,"huarura (sing.), o'huéara (pl.) hacen jefe huarubérata jefe supremo huarubera",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,"jefe m huarura (sing.), o'huéara (pl.) hacen jefe huarubérata jefe supremo huarubera"
TERM-001084,jorobado,jorobado,adj,ropóchami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,jorobado adj ropóchami
TERM-001085,joven,joven,m,"ri'marí (sing.), témari (pl.)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,"joven m ri'marí (sing.), témari (pl.)"
TERM-001086,jugador,jugador,s,ri'iquéami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,jugador s ri'iquéami
TERM-001087,jugar,jugar,vt,"vi ri'é (sing.), ri'yeca, ri'eca l. juega con alguna cosa ri'echa juega tirando los palos jubá jugaban itiyeri juegan cuatro, juegan teja rijibá",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,"jugar vt, vi ri'é (sing.), ri'yeca, ri'eca l. juega con alguna cosa ri'echa juega tirando los palos jubá jugaban itiyeri juegan cuatro, juegan teja rijibá"
TERM-001088,jugo,jugo,m,ba'huira juntar jugo de fruta huasí ba'huira,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,115,105,OCR estructurado,Pendiente de cotejo,jugo m ba'huira juntar jugo de fruta huasí ba'huira
TERM-001089,juntar,juntar,vt,"napabú 2. vr napahuí, napé los que se van juntando napahuísiami lugar donde se juntan napahuícahuachi juntamos a'nabáa",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,"juntar 1. vt napabú 2. vr napahuí, napé los que se van juntando napahuísiami lugar donde se juntan napahuícahuachi juntamos a'nabáa"
TERM-001090,junto,junto,adj,"napéa, napahuícami están juntos nachú poner juntos nachucha",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,"junto adj napéa, napahuícami están juntos nachú poner juntos nachucha"
TERM-001091,jurar,jurar,vt,bichíhuaga ané,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,jurar vt bichíhuaga ané
TERM-001092,justicia,justicia,f,hace justicia custícia orá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,justicia f hace justicia custícia orá
TERM-001093,justo,justo,adj,huachínaga oráami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,justo adj huachínaga oráami
TERM-001094,labio,labio,m,chumí tiene labios chumé,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,labio m chumí tiene labios chumé
TERM-001095,labrado,labrado,adj,michítami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,labrado adj michítami
TERM-001096,labrar,labrar,vt,michí (con hacha),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,labrar vt michí (con hacha)
TERM-001097,ladear,ladear,vi,"o'rí (un pino o un poste) 2. v£ bunahua, o'rina",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,"ladear 1. vi o'rí (un pino o un poste) 2. v£ bunahua, o'rina"
TERM-001098,lado,lado,m,"a un lado del camino chaquena al otro lado corina, cuhuana de un lado 'naca (lejos) el otro lado del cerro corí, corí cuhuana lado derecho huatoná por el otro lado corina por este lado jami por los dos lados a'nagú se echa de un lado al otro bitíra",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,"lado m a un lado del camino chaquena al otro lado corina, cuhuana de un lado 'naca (lejos) el otro lado del cerro corí, corí cuhuana lado derecho huatoná por el otro lado corina por este lado jami por los dos lados a'nagú se echa de un lado al otro bitíra"
TERM-001099,ladrar,ladrar,vi,nicá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,ladrar vi nicá
TERM-001100,ladrón,ladron,adj,s chigórami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,"ladrón adj, s chigórami"
TERM-001101,lagartija,lagartija,f,1. rochá (negra) 2. rojorócuhui (pinta),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,lagartija f 1. rochá (negra) 2. rojorócuhui (pinta)
TERM-001102,lagarto,lagarto,m,jócari (cornudo),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,lagarto m jócari (cornudo)
TERM-001103,lágrima,lagrima,f,ucuá salen lágrimas ucuena DICCIONARIO TARAHUMARA 106,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,lágrima f ucuá salen lágrimas ucuena DICCIONARIO TARAHUMARA 106
TERM-001104,laja,laja,f,"rapé en la laja pisachi, ripisachi, rapirúachi, rapichí hay laja rapirá, rapirú que tiene laja rapirátachi, rapirúami",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,"laja f rapé en la laja pisachi, ripisachi, rapirúachi, rapichí hay laja rapirá, rapirú que tiene laja rapirátachi, rapirúami"
TERM-001105,lama,lama,f,banagá hay lama banagué,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,lama f banagá hay lama banagué
TERM-001106,lamer,lamer,vt,cha'mí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,lamer vt cha'mí
TERM-001107,lana,lana,f,bo'osari carda la lana bo'osari rajana hilo de lana curícari hacer hilo de lana bo'osari bi'rina lana de borrego bo'huá bo'huara tiene lana bo'hué una bola de lana bo'osari cabori (para hacer cobijas),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,lana f bo'osari carda la lana bo'osari rajana hilo de lana curícari hacer hilo de lana bo'osari bi'rina lana de borrego bo'huá bo'huara tiene lana bo'hué una bola de lana bo'osari cabori (para hacer cobijas)
TERM-001108,lanudo,lanudo,adj,hue bo'huéami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,lanudo adj hue bo'huéami
TERM-001109,lanza,lanza,f,sirá (se lleva en la Semana Santa),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,lanza f sirá (se lleva en la Semana Santa)
TERM-001110,largo,largo,adj,"hui'rí (sing.), i'hueri (pl.)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,"largo adj hui'rí (sing.), i'hueri (pl.)"
TERM-001111,lástima,lastima,f,tiene lástima natimá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,lástima f tiene lástima natimá
TERM-001112,lavar,lavar,vt,"1. pagó pabaca (trastes u otras cosas) huichó (la ropa) soma (la cabeza) basigó (la cara) panica, panigo (las manos) . ronobaca (los pies y las piernas) lazar vl o'huí, huíi, huiya",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,"lavar vt 1. pagó pabaca (trastes u otras cosas) huichó (la ropa) soma (la cabeza) basigó (la cara) panica, panigo (las manos) . ronobaca (los pies y las piernas) lazar vl o'huí, huíi, huiya"
TERM-001113,leche,leche,f,"dar leche huisú, iná, chi'mu",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,"leche f dar leche huisú, iná, chi'mu"
TERM-001114,leer,leer,vt,oserí 'nena sabe leer machí oserí 'néniya,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,leer vt oserí 'nena sabe leer machí oserí 'néniya
TERM-001115,legaña,legana,f,socorá tener legañas socoré,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,legaña f socorá tener legañas socoré
TERM-001116,lejos,lejos,adv,"huaná, micá de lejos 'nabé, 'naca más lejos usita muy lejos micabé",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,"lejos adv huaná, micá de lejos 'nabé, 'naca más lejos usita muy lejos micabé"
TERM-001117,qué tan lejos está,que tan lejos esta,interr,¿chu yena micabé ju?,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,qué tan lejos está interr ¿chu yena micabé ju?
TERM-001118,lengua,lengua,f,cha'mérohua,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,lengua f cha'mérohua
TERM-001119,leña,lena,f,"cu ADAADPN trae leña qui'huí, cu ca'hui",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,116,106,OCR estructurado,Pendiente de cotejo,"leña f cu ADAADPN trae leña qui'huí, cu ca'hui"
TERM-001120,león,leon,m,mahuiyá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,león m mahuiyá
TERM-001121,levantar,levantar,vt,"cayahui, cayena, ohuínta 2. ví mutú (con los brazos) 3. vt o'huicha (costal de maíz, piedra grande) 4. vr huirisa (sing.), jasa (pl., de estar sentado) 5. vr asisi (sing.), muchisa (pl., de estar acostado) levantar la caja cajón cayahui levantar una acta oserí osé",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,"levantar 1. vt cayahui, cayena, ohuínta 2. ví mutú (con los brazos) 3. vt o'huicha (costal de maíz, piedra grande) 4. vr huirisa (sing.), jasa (pl., de estar sentado) 5. vr asisi (sing.), muchisa (pl., de estar acostado) levantar la caja cajón cayahui levantar una acta oserí osé"
TERM-001122,levántese,levantese,imper,"¡huirisi! (sing.), ijáasi! (pl.) levantó huirásari",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,"levántese imper ¡huirisi! (sing.), ijáasi! (pl.) levantó huirásari"
TERM-001123,ley,ley,f,nuraríhuami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,ley f nuraríhuami
TERM-001124,liacho,liacho,m,muruca (lío; una carga amarrada) hacer liacho murú,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,liacho m muruca (lío; una carga amarrada) hacer liacho murú
TERM-001125,licencia,licencia,f,risensi,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,licencia f risensi
TERM-001126,liebre,liebre,f,ruhué,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,liebre f ruhué
TERM-001127,liendre,liendre,f,huichí cahuara tiene liendres ca'hué,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,liendre f huichí cahuara tiene liendres ca'hué
TERM-001128,lienzo,lienzo,m,napori (con que se hace el paño con que amarran el cabello),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,lienzo m napori (con que se hace el paño con que amarran el cabello)
TERM-001129,ligamento,ligamento,m,1. rahuá 2. rasícari (de la rodilla) 3. sicá rahuara (de la mano) lugar de los ligamentos rahuasícachi,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,ligamento m 1. rahuá 2. rasícari (de la rodilla) 3. sicá rahuara (de la mano) lugar de los ligamentos rahuasícachi
TERM-001130,ligero,ligero,adj,"a'huánami, huarínami es muy ligero huarina",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,"ligero adj a'huánami, huarínami es muy ligero huarina"
TERM-001131,lijar,lijar,vt,sipá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,lijar vt sipá
TERM-001132,limpiar,limpiar,vt,"1. bi'huá, bi'huí 2. casuhua (frijol o grano seco) 3. cho'mabú (la nariz)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,"limpiar ví 1. bi'huá, bi'huí 2. casuhua (frijol o grano seco) 3. cho'mabú (la nariz)"
TERM-001133,limpio,limpio,adj,bi'huíami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,limpio adj bi'huíami
TERM-001134,lindo,lindo,adj,ba'yóami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,lindo adj ba'yóami
TERM-001135,lío,lio,m,muruca (reg.: liacho; carga amarrada) hace un lío murú,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,lío m muruca (reg.: liacho; carga amarrada) hace un lío murú
TERM-001136,lirio,lirio,m,racó (colorado),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,lirio m racó (colorado)
TERM-001137,liso,liso,adj,se hace liso ri'huá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,liso adj se hace liso ri'huá
TERM-001138,listo,listo,adj,carihuérami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,listo adj carihuérami
TERM-001139,listón,liston,m,natépari (para el cabello),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,listón m natépari (para el cabello)
TERM-001140,lobo,lobo,m,"naribochi, naríbuari, naríiri, nariyochi",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,"lobo m naribochi, naríbuari, naríiri, nariyochi"
TERM-001141,loco,loco,m,adj que nehuarite estáloco lohuí (que anda corriendo) se vuelve loco uchurisa,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,"loco m, adj que nehuarite estáloco lohuí (que anda corriendo) se vuelve loco uchurisa"
TERM-001142,lodo,lodo,m,huisogá hace lodo huisó,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,lodo m huisogá hace lodo huisó
TERM-001143,lograr,lograr,vt,seba,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,lograr ví seba
TERM-001144,loma,loma,f,ripata rabó,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,loma f ripata rabó
TERM-001145,lombriz,lombriz,f,sa'í (de tierra),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,lombriz f sa'í (de tierra)
TERM-001146,lomo,lomo,m,chacachi (angosto y corto),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,lomo m chacachi (angosto y corto)
TERM-001147,lonche,lonche,m,nutugá (merienda) hace lonche nutata,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,lonche m nutugá (merienda) hace lonche nutata
TERM-001148,lucero,lucero,m,"ri'risópari, ro'rosópari",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,"lucero m ri'risópari, ro'rosópari"
TERM-001149,luciérnaga,luciernaga,f,cupisi (insecto),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,117,107,OCR estructurado,Pendiente de cotejo,luciérnaga f cupisi (insecto)
